Respondent,YearsCodingProf
3117,0-2 years
3139,3-5 years
3149,0-2 years
3158,0-2 years
3167,3-5 years
3192,0-2 years
3202,0-2 years
3204,0-2 years
3208,0-2 years
3260,18-20 years
3280,6-8 years
3301,3-5 years
3305,6-8 years
3314,0-2 years
3345,0-2 years
3353,0-2 years
3369,3-5 years
3393,0-2 years
3394,21-23 years
3411,0-2 years
3433,0-2 years
3454,0-2 years
3455,0-2 years
3494,0-2 years
3501,0-2 years
3517,9-11 years
3522,0-2 years
3539,9-11 years
3550,6-8 years
3557,3-5 years
3558,3-5 years
3577,0-2 years
3600,0-2 years
3615,0-2 years
3649,0-2 years
3651,3-5 years
3665,0-2 years
3669,3-5 years
3670,0-2 years
3675,0-2 years
3676,0-2 years
3688,0-2 years
3693,0-2 years
3725,9-11 years
3733,0-2 years
3734,3-5 years
3736,3-5 years
3740,0-2 years
3779,0-2 years
3801,3-5 years
3808,0-2 years
3817,0-2 years
3836,0-2 years
3840,0-2 years
3870,0-2 years
3871,0-2 years
3888,0-2 years
3908,0-2 years
3917,3-5 years
3933,0-2 years
3963,3-5 years
3999,6-8 years
4055,0-2 years
4064,0-2 years
4088,0-2 years
4100,0-2 years
4104,0-2 years
4113,0-2 years
4148,3-5 years
4164,0-2 years
4176,0-2 years
4183,0-2 years
4189,3-5 years
4190,0-2 years
4258,0-2 years
4263,0-2 years
4265,0-2 years
4266,3-5 years
4277,3-5 years
4288,3-5 years
4292,0-2 years
4298,0-2 years
4310,0-2 years
4321,6-8 years
4372,0-2 years
4375,0-2 years
4376,0-2 years
4381,3-5 years
4393,15-17 years
4394,0-2 years
4411,3-5 years
4413,0-2 years
4420,0-2 years
4441,0-2 years
4452,0-2 years
4460,0-2 years
4469,0-2 years
4479,30 or more years
4483,12-14 years
4499,0-2 years
4532,0-2 years
4547,3-5 years
4549,3-5 years
4554,0-2 years
4556,0-2 years
4559,0-2 years
4580,0-2 years
4591,0-2 years
4596,30 or more years
4609,3-5 years
4610,0-2 years
4647,30 or more years
4648,0-2 years
4682,0-2 years
4689,0-2 years
4706,0-2 years
4707,6-8 years
4713,0-2 years
4732,3-5 years
4754,6-8 years
4755,3-5 years
4760,0-2 years
4761,0-2 years
4771,0-2 years
4783,0-2 years
4785,18-20 years
4806,21-23 years
4843,0-2 years
4845,0-2 years
4860,30 or more years
4917,6-8 years
4930,0-2 years
4935,3-5 years
4985,0-2 years
4997,9-11 years
5026,3-5 years
5031,0-2 years
5040,27-29 years
5041,3-5 years
5050,0-2 years
5063,3-5 years
5082,0-2 years
5084,21-23 years
5099,3-5 years
5109,0-2 years
5110,0-2 years
5111,0-2 years
5114,0-2 years
5118,0-2 years
5122,30 or more years
5129,0-2 years
5135,3-5 years
5139,0-2 years
5142,0-2 years
5146,0-2 years
5150,0-2 years
5174,6-8 years
5185,0-2 years
5204,3-5 years
5225,0-2 years
5230,0-2 years
5240,0-2 years
5267,0-2 years
5269,0-2 years
5342,0-2 years
5380,0-2 years
5384,0-2 years
5390,0-2 years
5395,6-8 years
5422,0-2 years
5469,18-20 years
5477,3-5 years
5500,0-2 years
5507,0-2 years
5510,0-2 years
5520,0-2 years
5535,0-2 years
5540,0-2 years
5553,0-2 years
5561,0-2 years
5574,0-2 years
5587,0-2 years
5599,30 or more years
5602,3-5 years
5608,0-2 years
5615,0-2 years
5631,0-2 years
5641,0-2 years
5679,0-2 years
5691,0-2 years
5713,0-2 years
5714,0-2 years
5721,0-2 years
5726,3-5 years
5809,0-2 years
5814,9-11 years
5842,30 or more years
5904,0-2 years
5905,0-2 years
5911,24-26 years
5916,0-2 years
5968,0-2 years
5983,0-2 years
5993,0-2 years
5996,0-2 years
6016,0-2 years
6022,0-2 years
6028,0-2 years
6062,0-2 years
6064,3-5 years
6070,0-2 years
6076,3-5 years
6079,15-17 years
6088,0-2 years
6097,0-2 years
6098,3-5 years
6102,3-5 years
6110,0-2 years
6121,0-2 years
6134,9-11 years
6139,0-2 years
6150,0-2 years
6155,0-2 years
6170,0-2 years
6174,0-2 years
6183,0-2 years
6184,0-2 years
6189,3-5 years
6190,0-2 years
6199,0-2 years
6221,0-2 years
6228,0-2 years
6254,0-2 years
6281,6-8 years
6301,0-2 years
6310,0-2 years
6344,0-2 years
6349,3-5 years
6367,0-2 years
6385,0-2 years
6405,0-2 years
6414,0-2 years
6416,0-2 years
6433,0-2 years
6435,0-2 years
6449,0-2 years
6451,21-23 years
6475,0-2 years
6483,0-2 years
6491,0-2 years
6517,0-2 years
6529,0-2 years
6548,18-20 years
6579,0-2 years
6585,0-2 years
6632,3-5 years
6656,0-2 years
6699,0-2 years
6733,0-2 years
6741,0-2 years
6743,0-2 years
6764,0-2 years
6771,3-5 years
6791,0-2 years
6797,18-20 years
6827,0-2 years
6841,0-2 years
6843,9-11 years
6847,0-2 years
6856,12-14 years
6891,0-2 years
6892,0-2 years
6902,0-2 years
6903,0-2 years
6919,0-2 years
6939,0-2 years
6941,0-2 years
6944,6-8 years
6972,3-5 years
6994,6-8 years
6999,21-23 years
7009,0-2 years
7023,0-2 years
7030,0-2 years
7038,0-2 years
7083,0-2 years
7085,0-2 years
7109,0-2 years
7120,3-5 years
7128,0-2 years
7206,0-2 years
7219,0-2 years
7224,6-8 years
7243,0-2 years
7245,0-2 years
7288,0-2 years
7289,0-2 years
7300,0-2 years
7306,12-14 years
7310,3-5 years
7314,0-2 years
7327,0-2 years
7376,0-2 years
7384,6-8 years
7398,0-2 years
7399,0-2 years
7423,0-2 years
7501,30 or more years
7504,9-11 years
7516,0-2 years
7523,24-26 years
7540,0-2 years
7561,0-2 years
7569,0-2 years
7570,0-2 years
7575,0-2 years
7598,0-2 years
7608,0-2 years
7621,0-2 years
7654,0-2 years
7677,30 or more years
7684,0-2 years
7691,0-2 years
7698,0-2 years
7700,0-2 years
7705,3-5 years
7709,6-8 years
7735,0-2 years
7737,0-2 years
7747,0-2 years
7756,0-2 years
7758,0-2 years
7784,0-2 years
7806,0-2 years
7820,0-2 years
7821,3-5 years
7836,0-2 years
7879,0-2 years
7899,0-2 years
7903,9-11 years
7907,0-2 years
7916,0-2 years
7921,0-2 years
7926,0-2 years
7975,0-2 years
7977,3-5 years
8046,27-29 years
8059,3-5 years
8063,0-2 years
8090,0-2 years
8094,0-2 years
8139,0-2 years
8147,0-2 years
8158,0-2 years
8161,0-2 years
8166,0-2 years
8222,0-2 years
8238,0-2 years
8251,0-2 years
8262,0-2 years
8273,0-2 years
8276,0-2 years
8282,0-2 years
8295,0-2 years
8371,12-14 years
8383,0-2 years
8396,0-2 years
8402,0-2 years
8403,0-2 years
8406,3-5 years
8467,0-2 years
8479,0-2 years
8485,0-2 years
8504,0-2 years
8531,0-2 years
8534,0-2 years
8554,0-2 years
8605,3-5 years
8627,0-2 years
8648,0-2 years
8676,0-2 years
8688,0-2 years
8713,0-2 years
8719,6-8 years
8720,0-2 years
8730,0-2 years
8736,0-2 years
8746,0-2 years
8748,0-2 years
8794,0-2 years
8796,0-2 years
8807,0-2 years
8813,0-2 years
8814,27-29 years
8855,0-2 years
8896,0-2 years
8904,30 or more years
8926,0-2 years
8945,0-2 years
8962,3-5 years
8964,0-2 years
8970,3-5 years
8984,6-8 years
9012,0-2 years
9030,0-2 years
9036,0-2 years
9071,3-5 years
9077,0-2 years
9099,3-5 years
9102,0-2 years
9103,0-2 years
9120,0-2 years
9130,0-2 years
9135,0-2 years
9162,6-8 years
9191,3-5 years
9197,0-2 years
9255,0-2 years
9267,3-5 years
9273,3-5 years
9292,0-2 years
9305,30 or more years
9311,3-5 years
9313,15-17 years
9318,21-23 years
9328,0-2 years
9363,0-2 years
9374,0-2 years
9377,0-2 years
9426,0-2 years
9429,12-14 years
9433,0-2 years
9466,0-2 years
9476,6-8 years
9481,0-2 years
9493,0-2 years
9495,0-2 years
9511,0-2 years
9529,0-2 years
9568,0-2 years
9570,0-2 years
9576,3-5 years
9593,0-2 years
9615,0-2 years
9650,3-5 years
9653,0-2 years
9679,0-2 years
9682,0-2 years
9692,0-2 years
9695,3-5 years
9697,0-2 years
9713,0-2 years
9717,0-2 years
9735,0-2 years
9750,0-2 years
9758,30 or more years
9771,0-2 years
9786,12-14 years
9804,3-5 years
9813,0-2 years
9831,9-11 years
9832,0-2 years
9841,0-2 years
9859,27-29 years
9876,9-11 years
9879,0-2 years
9914,0-2 years
9926,3-5 years
9936,0-2 years
9948,3-5 years
9958,0-2 years
9989,12-14 years
9996,6-8 years
10008,0-2 years
10037,0-2 years
10055,3-5 years
10070,3-5 years
10077,0-2 years
10128,0-2 years
10159,0-2 years
10160,0-2 years
10169,0-2 years
10176,0-2 years
10179,0-2 years
10180,0-2 years
10183,0-2 years
10196,0-2 years
10203,0-2 years
10219,0-2 years
10232,0-2 years
10251,0-2 years
10262,0-2 years
10273,0-2 years
10291,0-2 years
10348,0-2 years
10367,0-2 years
10381,0-2 years
10405,3-5 years
10417,0-2 years
10429,0-2 years
10430,0-2 years
10433,0-2 years
10442,0-2 years
10443,24-26 years
10449,0-2 years
10456,0-2 years
10460,0-2 years
10478,3-5 years
10479,0-2 years
10481,0-2 years
10488,3-5 years
10520,0-2 years
10532,0-2 years
10548,0-2 years
10554,0-2 years
10563,0-2 years
10582,0-2 years
10599,0-2 years
10632,0-2 years
10637,0-2 years
10657,0-2 years
10706,0-2 years
10715,0-2 years
10746,0-2 years
10749,0-2 years
10755,0-2 years
10761,0-2 years
10762,0-2 years
10768,3-5 years
10771,0-2 years
10809,0-2 years
10821,9-11 years
10825,6-8 years
10827,0-2 years
10838,3-5 years
10852,0-2 years
10853,3-5 years
10861,0-2 years
10885,0-2 years
10909,0-2 years
10911,0-2 years
10927,3-5 years
10932,3-5 years
10967,0-2 years
10989,30 or more years
10990,3-5 years
10992,9-11 years
10998,6-8 years
11002,0-2 years
11034,0-2 years
11041,0-2 years
11050,3-5 years
11052,0-2 years
11071,0-2 years
11081,0-2 years
11113,0-2 years
11123,0-2 years
11130,0-2 years
11164,0-2 years
11168,0-2 years
11181,3-5 years
11184,3-5 years
11240,18-20 years
11250,3-5 years
11252,0-2 years
11273,0-2 years
11304,3-5 years
11309,0-2 years
11317,0-2 years
11353,0-2 years
11354,0-2 years
11356,0-2 years
11367,3-5 years
11374,0-2 years
11379,6-8 years
11403,12-14 years
11409,0-2 years
11414,0-2 years
11460,3-5 years
11490,0-2 years
11506,3-5 years
11512,0-2 years
11582,0-2 years
11598,0-2 years
11632,0-2 years
11635,0-2 years
11661,0-2 years
11676,0-2 years
11737,0-2 years
11748,12-14 years
11762,9-11 years
11768,0-2 years
11789,0-2 years
11798,0-2 years
11801,6-8 years
11829,0-2 years
11838,0-2 years
11845,6-8 years
11849,0-2 years
11850,0-2 years
11896,27-29 years
11901,0-2 years
11905,3-5 years
11920,9-11 years
11925,0-2 years
11943,0-2 years
11948,0-2 years
11956,0-2 years
11965,3-5 years
11968,0-2 years
11981,0-2 years
11991,0-2 years
12005,0-2 years
12023,0-2 years
12041,0-2 years
12046,30 or more years
12067,0-2 years
12102,6-8 years
12105,0-2 years
12131,0-2 years
12158,0-2 years
12164,0-2 years
12169,0-2 years
12186,0-2 years
12189,0-2 years
12195,3-5 years
12213,0-2 years
12225,0-2 years
12230,0-2 years
12231,0-2 years
12239,3-5 years
12277,30 or more years
12286,0-2 years
12346,0-2 years
12378,0-2 years
12404,0-2 years
12429,0-2 years
12501,3-5 years
12502,0-2 years
12542,6-8 years
12587,3-5 years
12658,0-2 years
12660,0-2 years
12685,0-2 years
12708,0-2 years
12722,0-2 years
12725,0-2 years
12728,0-2 years
12769,0-2 years
12776,0-2 years
12795,0-2 years
12801,6-8 years
12810,18-20 years
12812,0-2 years
12826,0-2 years
12847,3-5 years
12902,0-2 years
12912,0-2 years
12928,0-2 years
12929,0-2 years
12949,0-2 years
12961,0-2 years
12966,0-2 years
12976,0-2 years
12978,3-5 years
12994,0-2 years
12995,3-5 years
13024,0-2 years
13025,0-2 years
13045,6-8 years
13057,0-2 years
13079,0-2 years
13096,0-2 years
13111,9-11 years
13117,3-5 years
13133,3-5 years
13144,0-2 years
13146,0-2 years
13189,0-2 years
13190,0-2 years
13192,30 or more years
13196,0-2 years
13199,0-2 years
13232,0-2 years
13236,3-5 years
13270,0-2 years
13292,0-2 years
13299,0-2 years
13317,0-2 years
13326,0-2 years
13371,0-2 years
13386,0-2 years
13399,6-8 years
13442,0-2 years
13458,0-2 years
13462,0-2 years
13465,3-5 years
13498,0-2 years
13515,0-2 years
13549,0-2 years
13553,3-5 years
13555,12-14 years
13567,0-2 years
13568,0-2 years
13576,0-2 years
13582,0-2 years
13583,30 or more years
13592,0-2 years
13607,0-2 years
13608,0-2 years
13647,0-2 years
13681,0-2 years
13686,0-2 years
13693,0-2 years
13694,0-2 years
13717,0-2 years
13724,0-2 years
13725,30 or more years
13731,0-2 years
13732,0-2 years
13745,0-2 years
13752,24-26 years
13765,0-2 years
13776,24-26 years
13787,0-2 years
13829,0-2 years
13830,3-5 years
13836,0-2 years
13846,0-2 years
13881,3-5 years
13915,9-11 years
13937,0-2 years
13938,3-5 years
13962,0-2 years
13964,0-2 years
13966,30 or more years
13983,6-8 years
14010,0-2 years
14020,6-8 years
14047,3-5 years
14049,3-5 years
14067,3-5 years
14071,3-5 years
14078,30 or more years
14090,24-26 years
14093,0-2 years
14114,3-5 years
14115,3-5 years
14118,0-2 years
14136,0-2 years
14155,3-5 years
14178,0-2 years
14186,0-2 years
14221,0-2 years
14253,0-2 years
14263,0-2 years
14269,0-2 years
14291,0-2 years
14322,6-8 years
14329,0-2 years
14336,0-2 years
14366,0-2 years
14386,0-2 years
14415,0-2 years
14417,0-2 years
14425,3-5 years
14427,0-2 years
14484,0-2 years
14507,0-2 years
14519,18-20 years
14525,0-2 years
14537,0-2 years
14541,0-2 years
14548,3-5 years
14607,0-2 years
14624,0-2 years
14649,3-5 years
14655,0-2 years
14678,0-2 years
14683,0-2 years
14692,0-2 years
14715,3-5 years
14728,3-5 years
14744,0-2 years
14763,0-2 years
14765,0-2 years
14766,0-2 years
14775,0-2 years
14779,0-2 years
14789,30 or more years
14819,0-2 years
14824,0-2 years
14827,3-5 years
14843,0-2 years
14856,6-8 years
14859,0-2 years
14932,0-2 years
14938,0-2 years
14965,0-2 years
14973,0-2 years
15001,0-2 years
15007,15-17 years
15010,3-5 years
15014,6-8 years
15032,0-2 years
15046,0-2 years
15054,3-5 years
15060,30 or more years
15062,0-2 years
15084,0-2 years
15112,0-2 years
15137,0-2 years
15149,6-8 years
15164,0-2 years
15180,0-2 years
15210,0-2 years
15224,0-2 years
15237,0-2 years
15257,0-2 years
15258,3-5 years
15260,0-2 years
15275,6-8 years
15282,0-2 years
15289,3-5 years
15290,0-2 years
15298,3-5 years
15311,30 or more years
15322,0-2 years
15345,0-2 years
15351,0-2 years
15364,6-8 years
15390,3-5 years
15397,0-2 years
15402,0-2 years
15403,0-2 years
15437,0-2 years
15464,0-2 years
15491,3-5 years
15510,0-2 years
15537,0-2 years
15540,6-8 years
15570,0-2 years
15590,0-2 years
15600,0-2 years
15602,0-2 years
15621,0-2 years
15625,0-2 years
15647,0-2 years
15674,3-5 years
15678,6-8 years
15687,3-5 years
15693,0-2 years
15696,0-2 years
15727,3-5 years
15729,3-5 years
15730,0-2 years
15751,0-2 years
15793,0-2 years
15840,0-2 years
15855,15-17 years
15858,0-2 years
15861,6-8 years
15868,15-17 years
15880,0-2 years
15896,9-11 years
15929,0-2 years
15952,9-11 years
15958,0-2 years
15960,0-2 years
15967,0-2 years
15974,0-2 years
16018,0-2 years
16050,0-2 years
16057,0-2 years
16093,0-2 years
16094,0-2 years
16105,0-2 years
16110,0-2 years
16118,0-2 years
16119,0-2 years
16123,0-2 years
16136,0-2 years
16139,0-2 years
16195,0-2 years
16202,0-2 years
16203,3-5 years
16212,30 or more years
16224,0-2 years
16254,0-2 years
16364,3-5 years
16394,0-2 years
16414,0-2 years
16416,3-5 years
16451,0-2 years
16476,6-8 years
16479,0-2 years
16484,0-2 years
16485,0-2 years
16507,0-2 years
16515,0-2 years
16517,0-2 years
16529,0-2 years
16556,0-2 years
16566,0-2 years
16577,0-2 years
16597,0-2 years
16603,3-5 years
16611,0-2 years
16612,0-2 years
16613,15-17 years
16644,0-2 years
16652,0-2 years
16665,0-2 years
16703,0-2 years
16746,0-2 years
16756,0-2 years
16768,0-2 years
16780,0-2 years
16785,0-2 years
16797,0-2 years
16823,0-2 years
16850,0-2 years
16859,0-2 years
16872,0-2 years
16889,3-5 years
16913,0-2 years
16916,3-5 years
16929,6-8 years
16936,0-2 years
16944,9-11 years
16949,0-2 years
16958,0-2 years
16982,0-2 years
17000,0-2 years
17013,0-2 years
17020,3-5 years
17061,0-2 years
17073,9-11 years
17095,6-8 years
17099,15-17 years
17104,0-2 years
17106,0-2 years
17108,0-2 years
17119,3-5 years
17128,24-26 years
17136,0-2 years
17166,0-2 years
17177,0-2 years
17180,9-11 years
17181,0-2 years
17199,0-2 years
17202,3-5 years
17228,3-5 years
17239,0-2 years
17250,0-2 years
17277,0-2 years
17281,0-2 years
17292,0-2 years
17358,0-2 years
17410,0-2 years
17419,3-5 years
17428,3-5 years
17441,0-2 years
17501,0-2 years
17559,3-5 years
17571,0-2 years
17575,0-2 years
17577,3-5 years
17592,0-2 years
17640,6-8 years
17641,0-2 years
17671,0-2 years
17691,3-5 years
17706,0-2 years
17727,3-5 years
17734,0-2 years
17739,3-5 years
17741,0-2 years
17743,0-2 years
17749,0-2 years
17757,15-17 years
17762,30 or more years
17764,0-2 years
17783,3-5 years
17805,3-5 years
17836,0-2 years
17852,6-8 years
17862,0-2 years
17879,0-2 years
17883,0-2 years
17889,0-2 years
17893,12-14 years
17898,6-8 years
17935,3-5 years
17943,12-14 years
17948,0-2 years
17993,3-5 years
18013,0-2 years
18023,3-5 years
18036,0-2 years
18051,3-5 years
18058,3-5 years
18068,0-2 years
18103,3-5 years
18117,15-17 years
18120,0-2 years
18140,0-2 years
18144,3-5 years
18150,0-2 years
18151,3-5 years
18158,0-2 years
18163,0-2 years
18168,0-2 years
18189,0-2 years
18221,0-2 years
18232,0-2 years
18234,0-2 years
18249,0-2 years
18256,3-5 years
18262,0-2 years
18291,0-2 years
18320,3-5 years
18354,0-2 years
18363,9-11 years
18369,0-2 years
18384,0-2 years
18385,27-29 years
18389,3-5 years
18402,0-2 years
18411,0-2 years
